"y" "x1" "x2" "x3" "x4"
18.2034752939812 8.5361177374508 -0.520005884572419 2.69165832238744 1
17.7439999799575 10.548039075787 1.96467218412464 5.14765728961343 1
19.7772517063775 10.2689884214725 1.16012326371362 3.88994638038782 1
19.3428745826889 10.9728700913255 2.24516990836313 4.8362184055682 1
17.397863261943 10.4557737513817 1.14011749679471 3.6495849539726 1
19.47601690846 10.0194985048487 0.617544444483357 3.76323630852961 1
18.7556849658578 10.0934838540451 1.13727110825485 3.71962970590072 1
21.679055157795 9.90133702922979 0.682997264106104 3.90007610711953 1
16.0363016108728 8.43588344643429 -0.382944749390845 2.81725074526887 1
16.3192344558581 9.16401213688326 0.0258939706964483 3.43684366539352 1
22.3933145490126 10.9086314520777 2.05775903427287 5.071697364132 1
18.3993411095629 8.85077711027501 -0.288823457158089 3.22194410014721 1
19.7677725945621 11.0586075067878 1.80046050308676 5.16153077813118 1
18.5585532704489 9.50204093193472 0.27513796977079 3.01144487050669 1
18.9581972513131 9.88014900925948 0.773808331207088 3.08223284381334 1
18.8256655968522 8.82698435273304 0.410000798148247 3.00068502859139 1
22.0471086936873 11.2464502721635 2.49388282826524 4.85537634082834 1
22.5161632704227 10.8552177703766 1.96032225267113 4.3172798238846 1
19.4904862074307 9.45555591476499 0.170176560004774 3.02173248161117 1
18.3427151970818 9.96087299820046 0.594761481970125 3.57634766674448 1
25.4747163075617 12.4219638551755 3.0140128722687 5.67934426110619 1
18.3755861093816 9.71958419561104 0.299179807698744 2.7723844866852 1
19.6368590185487 10.131324979466 1.34499853592016 4.58161299013328 1
19.7311794580011 9.93803368463301 1.39207236969694 4.8301260505786 1
18.6323145761571 9.35813855308491 0.204845430578985 3.27620497629086 1
15.4463108369817 8.41531747920024 -0.46243356455991 2.27863222278645 2
19.2588269900527 11.1852690108952 2.2342451263132 5.40185606381436 2
16.365699420234 10.1537224262738 0.951062862907972 3.70762316279293 2
16.6122748535676 9.82157331816241 0.703447657931392 4.05458662240745 2
14.381920949818 9.73293706586282 0.372166046155573 3.31651867521652 2
17.3513381493589 10.0374618665688 1.01485630940238 3.59906249635766 2
13.8590112158701 9.0773986646673 -0.580969288894314 2.4808934787384 2
17.8598652179064 11.1291210292003 2.198119044177 4.87321189184212 2
17.2016606116855 11.1870378576438 2.32179359497055 5.20295779379509 2
17.2250811544826 10.7786187435097 1.52090286027347 4.60012318014343 2
16.091554415377 9.45188432623418 0.715060183758432 3.85302826380485 2
